comment,rating,username
"Отличный сайт. Плюсы использования сервиса Netflix: 1. Широкий выбор контента: Netflix предлагает большой ассортимент кино и сериалов, в том числе собственного производства, что позволяет выбрать нужное именно для вас. 2. Комфортный просмотр: Вы можете смотреть любимые фильмы...  Много хороших и эксклюзивных сериалов.  Цена подписки.",5,ustyigor260606
"Лучший сайт для фильмов! Изумительная платформа для потоковой передачи фильмов и сериалов! Netflix предлагает огромный выбор контента для всех возрастных групп и вкусов. Я наслаждаюсь просмотром фильмов и сериалов на Netflix каждый день. Качество видео является одним из лучших...  Почти все фильмы в высоком качестве, а умные алгоритмы подберут фильм для вас!  Не дешевая подписка!",5,Asonss
"Шикарный онлайн кинотеатр Всем приветик ))) Я и мой муж обожаем Netflix, это шикарная площадка для просмотра фильмов !!! Самое главное так как снимает Netflix не снимает никто …это превосходно !!! Все фильмы с Netflix крутые и мы...  Все превосходно , обожаю Netflix   Нет ",5,NataliMad
"Осталась очень довольна Отличное приложение для просмотра фильмов (сериалов) но не всегда есть русская озвучка отлично подойдёт тем кто учит английский по сериалам, еще можно сохранять видео что тоже очень удобно особенно когда ты в дороге и у...  Удобно   Дорого, мало русской озвучки",5,Katerinka17ye
"Спасение от скуки по вечерам Огромный поток выбора начиная от сериалов и фильмов заканчивая мультфильмами разных годов. С подпиской открывается ещё больше возможностей. Приятный интерфейс и легкодоступность, найти можно абсолютно всё. Дорамы, фильмы и сериалы разных стран, мультсериалы которые вышли...  Хорошее качество и большой выбор.  Отсутствуют",5,samurai-sama
"Положительное, много контента Netflix - это отличный онлайн-кинотеатр для любителей кино и сериалов. Сайт предлагает огромный выбор контента различных жанров и форматов, включая оригинальные фильмы и сериалы Netflix. Качество видео и звука на высшем уровне, а возможность смотреть...  Разнообразие ( как по женрам, так и странам)  Цена немного завышена",5,ИринаКарташова
"Очень годный онлайн-кинотеатр Мне нравится Netflix за его удобство и качество контента. Сервис довольно прост в использовании, он зависит от вашего интернет-соединения, и вы можете смотреть фильмы в любое время и в любом месте. В Netflix есть множество...  Удобный интерфейс наличие многих сериалов и фильмов  Отсутствие фильмов в некоторых регионах. ",5,Ilya91m
"Отличный выбор. Netflix - это отличный стриминговый сервис для тех, кто хочет смотреть фильмы и сериалы без рекламы. Удобный интерфейс позволяет легко находить интересующий контент и сохранять его для последующего просмотра. Библиотека фильмов и сериалов на Netflix...  Некоторые из преимуществ подписки на Netflix включают:    1. Большой выбор контента: Netflix предлагает огромный выбор фильмов,  : хотя Netflix предлагает обширный каталог фильмов и сериалов, все же не все    ",5,Shahina29
"Прекрасная идея для домашнего просмотра Домашний кинотеатр Netflix - это прекрасный способ окунуться в мир кино и сериалов, не выходя из дома. Я очень доволен качеством контента на платформе Netflix, а также удобством использования сервиса. С помощью домашнего кинотеатра Netflix...  Удобно и практично, с каждым разом все больше и больше интересный шедевров, и с каждым разом сюжет все интереснее и не менее захватывающий   Мне кажется как таковых минусов я не нашел, все предостаточно хорошо и легко в использовании, разве что платная подписка))",5,Daniarmaksatov8
"Всё удобно, очень простой интерфейс. В целом я ставлю 5звезд, потому что это самые любимые сериалы где я люблю больше всего смотреть, да и фильмы это что-то, для меня это самое отличное Netflix всё самое захватывающее смотрю там, ну и...  Много всяких новых новинок, да и смотреть можно на любых устройствах   Как по мне минусов я вообще не заметил, в не даже нет рекламы ",5,Carter1234
"Не пожалели, что оформили подписку) Мы с мужем заядлые сериаломаны и если вечер прошел без просмотра любимого сериала – это был плохой вечер. Ну любим мы понаблюдать за историями, в процессе обсудить героев и все это вместе с чем-нибудь вкусненьким...  Простота, автоматический переход между сериями, разнообразие  Мало русского контента",4,IvanovaSonia
"Netflix - лучший сервис с лучшими кино и сериалами Я хочу поделиться своим положительным опытом использования онлайн-кинотеатра Netflix. Я уже несколько лет являюсь его постоянным клиентом и могу сказать, что это один из лучших сервисов для просмотра фильмов и сериалов. Во-первых, удобный интерфейс и...  Удобный интерфейс, большой выбор лучших кино и сериалов  Не заметмл",5,nikkash
"одобрено Почти несколько лет пользуюсь ! оформила подписку и теперь в день по несколько сериалов фильмов смотрю Это очень удобно! Одни раз сделал и сколько добра СОВЕТУЮ ВСЕМ РЕБЯТА...  очень хорошое качество,много зарубежных фильмов   Не нашала",5,Alina -2
"Очень хорошо Я имею личный опыт просмотра фильмов и сериалов на Netflix, но могу сказать, что по отзывам пользователей это один из самых популярных и удобных сервисов стриминга контента на сегодняшний день. Он предлагает огромный выбор фильмов...  Хороший, удобный   Нету ",5,Haldi95
"Неплохой онлайн-кинотеатр Есть бесплатная подписка на фильмы, которой я пользуюсь и готов дальше покупать уже платную подписку. В целом, фильмы, аниме, сериалы снимают неплохие, но каждое творчество может быть для любителя, у каждого человека собственный вкус, поэтому...  Фильмы, сериалы, аниме с интересным сюжетом   Пропаганда ЛГБТ сообществ ",4,Чёрный клевер
"лучший онлайн-кинотеатр Я уже несколько лет пользуюсь сервисом Netflix и могу с уверенностью сказать, что он является одним из лучших онлайн-кинотеатров на сегодняшний день. Недавно я решил поделиться своими впечатлениями о нем. Первое, что бросается в глаза...  удобный интерфейс и качество  сложно сказать ведь разные фильмы нравятся разным людям",5,mokakoi
"Увлекательный контент Netflix - это удобная и широко популярная платформа для потокового просмотра фильмов и сериалов с высоким качеством контента и удобным интерфейсом. Она предлагает огромный выбор контента в различных жанрах и на разных языках, что делает...  Огромный выбор контента в различных жанрах и на разных языках,высокое качество контента и удобный интерфейс.  Ограничения на доступность некоторого контента в некоторых странах или регионах",4,Ice23zz
"Хороший онлайн-кинотеатр Плюсы: Огромное количество контента доступно для потокового вещания 1 в виде телешоу, фильмов и т. д. Netflix располагает обширной библиотекой, включая популярный оригинальный контент. Отсутствие рекламы в любом пакете подписки. Удобные функции 2, включая возможность...  Действительно много контента  Геолокация может препятствовать доступу к контенту",4,iMironcheg
"Большой выбор фильмов и сериалов бесплатно Приветствую всех, кто читает отзывы. В Netflix маленький выбор фильмов на русском. Многие фильмы даже не переведены на русский язык. Конечно, есть субтитры, но так не удобно смотреть, потому что хочется погрузиться в сюжет, а...  Можно смотреть, что хочешь в хорошем качестве   Мало хороших фильмов ",3,Lizaurtaeva
"Пользовался данной платформой давненько, и по периоду пользования - мне все нравилось, придираться не к чему. добрый день! Хочу поделиться своим мнением о Netflix. Пользовался данной платформой давненько, и по периоду пользования - мне все нравилось, придираться не к чему. Огромный выбор жанров. Отличное оформление, что меня всегда радует, так как...  Огромный выбор жанров. Отличное оформление.   огромный минус - цена",4,n1nfisss
"Любимый сервис Смотрю любимые сериалы на удобном сервисе ! Хорошие сериалы отличного качества на сервисе ! Самый лучший сервис для просмотров фильмов/сериалов...  Есть все,что нужно   Нет ",5,Svetlana1232133
"Качество отличное и много фильмов Недавно подключили пока все отлично. Много интересных фильмов. Удобный сайт. Хорошо работает, не зависает. Все же последнее время многие интересные фильмы работают совместно с Нетфликс, поэтому и...  Удобно.  Пока не вижу минусов ",5,Adilya99
"Сойдёт Здравствуйте дорогие читатели отзовик! Я часто смотрю сериалы, фильмы, мультфильмы, аниме, дорамы, документальные фильмы и прочее... и по мимо гугла, смотрела ещё и на Нетфликсе. Всё очень нравилось, да и сейчас нравится. Сериалы классные, никогда...  Разнообразие фильмов, сериалов, функции, и многое другое.   Иногда нет русской озвучки и на многих других языках (но есть субтитры).",4,Ялюблюлюдей
"Просто великолепный сервис для просмотра сериалов и фильмов различного жанра Netflix - это сайт с множеством сериалов и фильмов, который захватил весь мир. Благодаря огромной библиотеке как новых, так и классических фильмов и сериалов, неудивительно, что Netflix стал основным сервисом для всех, кто любит смотреть...  Разнообразие контента  Удобство в пользовании   Множество инструментов   Цена подписки( ",5,Roflman
"Неплохо но дорого Пользовался Netflix на игровой приставке playstation 4 была подписка на приставке пс + думаю на это не влияло бесплатный месяц на нетфликс. Я сам ничего не платил бесплатный месяц был но посмотрел сколько платить за...  Качество, хорошие сервисы, отличное приложение  Цена подписки за hd качество,большинство контента нет  русского перевода и субтитров русских",4,Def366
"Сайт отлиичный и качественный, но как приложение мне не понравилось. NETFLIX представляет собой платформу на котрой можно смотреть фильмы, сериалы и прочее. Сайт очень оптимистичный и в при его использовании можно открыть много чего нового и интересного. Отличное качество и звук, но бывает, что озвучка...  Отличное качество и работа сайта.  Приложение вылетает и порой может просто не слушаться нажатий.",5,Arteem566
"Лучший онлайн кинотеатр, с большим выбором Это наверное одно из самых лучших что придумало человечество, это идеальный онлайн кинотеатр, с огромным списком фильмов, сериалов, на любой вкус и цвет. Смотреть фильмы Netflix одно удовольствие, когда приезжаешь домой, покупаешь вкусную еду и...  Качество   Нету ",5,Vitalik1921
"Очень удобный, и крутой кинотеатр Нетфликс один из самых крутых кинотеатр такие интересные фильмы, все года с интересной тематикой и сценарием, не разумные видео плохого фильма на нетфликс, все самое лучше, очень рекомендую посмотреть сериалы от нетфликс как : избежать...  Очень крутые сериалы, фильмы, мультфильм, много очень интересных и захватывающие, очень глубоки и не утомительные.  Не знаю что написать напишу, АННА ЛИЗЗА КИТИНГ КРАШ)))",5,Dengallager1408
"Лучшие Самая лучшая платформа сериалов. Качество шедевральное. Смотрю все фильмы на немецком! Сейчас большенство нормальных фильмов снимает нетфликс и качество...  Быстро, классно  Дорого",5,19niagara91
Удобно Очень удобно Я был 400 часов на сайте и в приложении очень удобно. Я люблю смотреть фильмы. Люди могут смотреть как платно так и бесплатно а ещё есть такая вещь как промокод так сним это...  Удобно  Нету,4,Boom151
"Моя боль( Netflix - это моя любовь, ну почему его запретили в нашей стране((((( С карантина пользовалась этим кинотеатром, обожала до боли в сердце, я конечно не киноман, да и впх принципе могу использовать КиноПоиск, но есть...  Отличные  фильмы и сериалы с хорошим сюжетом  Запретили в России и теперь тяжело смотреть, приходится пытаться обходить эту систему дополнительной оплатой, через непроверенные сайты(",5,Lirikabixi
"Удобно, недорого Всех приветствую, дорогие и любимые пользователи и читатели интернет площадки, под названием ""Отзовик"". Всем на сегодняшний день, нравится смотреть различные фильмы и мультфильмы. Для этого создали разные приложения и площадки для этого, чтобы вы не...  Цена не дорогая, нет багов и лагов  Нет ",5,Garage Man
"Конкуренция,ради конкуренции Интересная петрушка получается. С одной стороны мы оформляем подписку, но с другой никто не защитит наши права, от отзыва головной компанией разрешения, на прокат, например в той же Россыыыи каких либо сериалов. Я сейчас, не...  Неплохая платформа, которая создает отличные сериалы...  Мы не защищены от произвола остаться без контента,в случае изменения политики компании",4,Ret45
"Любимая платформа для просмотра фильмов и сериалов Один из моих любимых платформ для просмотров фильмов и сериалов! Большой выбор, высокое качество и хорошая озвучка - это все про нетфликс! Выбор как и русских, так и зарубежных фильмов/сериалов. Особенно важно, что самые долгожданные...  Доступность, большой выбор, высокое качество   Не на все фильмы и сериалы есть русская озвучка, приходится ждать",5,Black888
"Отлично Один из лучших баксов современности, большое разнообразие фильмов на любые жанры и вкусы, мультики ну тому подобное, большем пойдет для...  Плюсов много на разную тему, фильмы, кино, мультики, ну и просит досуги.  Минусов мало иногда на некоторых площадках блокируется этот букс атак нормально.",4,Серега38
"Много сериалов Доброго времени суток! Netflix прекрасное приложение для просмотров сериалов. Этим приложением пользуюсь давно, минусов не нашла, что очень классно. Самый главный плюс, что серии выходят все в один день, надо ждать каждую неделю чтобы посмотреть...  -нет рекламы   -все буднего быстро грузится  -телефон не виснет   не нашла ",5,Sveta298
"Офигенный Обожала Netflix до его ухода из России. С мужем не смотрели ничего, кроме фильмов с Netflix. Шикарные фильмы, документальные, исторические, познавательные. Много нового и интересного узнали, благодаря Netflix. Очень жаль, что ушёл с российского рынка...  Контент на любой вкус  Ушёл из России",5,Lalapland
Невероятно крутой ассортимент фильмов на любой вкус С онлайн платформой Нетфликс я познакомился совсем недавно и мне уже все понравилось. Мои эмоции от Нетфликса в кратце это просто БОМБА мне очень понравилось платформа своей простотой и удобством использования. После подключения мои глаза...  Хорошо удобно и быстро   Дорого и на английском языке ,4,UKtamov
"самая лучшая и пользующаяся спросом платформа фильмов я думала покупать подписку на данной платформе или нет, НО, недолго думая, я решилась!! На данной платформе есть практически всевозможные фильмы и сериалы, которые не располагаются на любых других платформах с фильмами. Я очень пожалела...  удобство в использовании   качество фильмов и сериалов   недорогая подписка   минусов не обнаружила ",5,lollyiss
"просто восхитительно Пробовала разные платформы для просмотра фильмов и сериалов, но на данный момент это самая комфортная для меня площадка. Мне очень важен встроенный выбор языка озвучки и субтитров. Netflix отлично справляется с этими задачами, также очень...  отсутствие рекламы  персонализация  приятный удобный интерфейс   огромное количество сериалов и фильмов  цена ",5,kssyshh
"Есть интересные сериалы и фильмы Ну что сказать... Моя работа связанна с офисом побольшей части и посмотреть сериалы и фильмы можно много где, но тут качество видео и звука шикарные. Но есть одно но! Я толерантен ко всем неформальным движениям...  Звук, качество видео, скорость загрузки, удобный интерфейс  Цена, всё больше фильмов непристойного содержания",4,Mikhail MD
"Всегда смотрю здесь Отличный онлайн кинотеатр, фильмы смотрю только здесь, ни один сериал ещё не разочаровал меня, в отличном качестве, много возможных переводов, молодёжные комедии и сериалы, и наоборот, когда приобрела подписку думала развод, типа и в другом...  Красивый интерфейс   Современные предложения   Возможность попробовать   Не везде есть перевод   ",5,kristishka05
"Очень удобно и комфортно Множество озвучек, субтитров, хорошее качество картинки и хороший звук. Есть сортировка по жанрам. Есть фильмы, мультфильмы, сериалы, аниме, мультики. На аккаунт можно добавить несколько...  Можно смотреть фильмы в оригинале  Нет",5,kiykka
"Полностью разочарован кинотеатром-Netflix Решили не поскупиться и впервые подписаться на Netflix. Итоги: - Заплатили в 4 раза больше, чем у конкурента - Нашли, что в приложении Netflix на телевизоре (Sony двухлетней давности) очень неудобный интерфейс. В частности раздражало...  Единственный плюс - посмотреть их собственные фильмы сразу после выхода  Неудобный интерфейс в телевизоре, высокая цена, нет истории просмотра, фильмы исчезают из пула",1,Ivan Svetlozarov
"Советую всем Самый качественный онлайн домашний кинотеатр. Большое разнообразие фильмов и сериалов, в хорошем качестве и с прекрасной озвучкой. После того как скачала его и первый раз приобрела подписку, прошёл год и я до сих пор приобретаю...  Большое разнообразие фильмов и сериалов   Минусов нет ",5,Sonya-24
"Netflix - отличный поход в онлайн-кинотеатр! Что такое Netflix я понятия не имела что это или кто это))))Моя история началась так... Мы с мужем купили новенькую плазму и начали ее подключать. Подключили ее к Wifi и тут понеслась... клацанье на пульте...  Качество,разнообразие контента.  Бесплатный период пользования-1 месяц(",5,Nata Plaha
"Все отлично Нетфликс всеми известная платформа по созданию фильмов и сериалов. Их творчество всегда радует людей, как и меня тоже. Для меня одно удовольствие смотреть их фильмы и сериалы. Но ещё приятнее это делать на официальном онлайн-кинотеатре...  Хорошее качество и отличная озвучка   Нет ",5,Eddison25
"Всегда выбираю то что мне по душе Качественный перевод, звук, качество картинки просто огонь!!! разнообразная библиотека с фильмами и сереалами. Минимум рекламы не что не отвлекает от просмотра что самое...  Всегда очень качественный контент,на любой вкус! подойдёт даже самому привередливому ценитею киноиндустрии.    Минусов НЕТ",5,Marimeri29
"Впечатляющий и удобный Моё личное мнение о компании ""Netflix"" и онлайн кинотеатре. Восхитительный сайт, может порадовать в любом стиле. Какой бы не предлагал сериал или фильм. большое внимание уделяю ""Игра в кальмара'', ""Сорвиголова"", ""Ведьмак"". Очень нравилась сюжетная линия...  Удобно, интересно, очень большой выбор.   Нет",5,Alexey Viktorovi
"Самый лучший канал в моей жизни Посмотрела много сериалов на этом канале. Я брала себе подписку бесплатную на 30 дней. В основном сериалы про американских подростков, и это очень классно! Netflix недавно заинтересовал меня и моих друзей хорошими и интересными фильмами...  хорошее качество контента, хороший подбор сериалов и фильмов, удобный интерфейс  нет",5,rclxhs
"Хороший пробный период Пользовалась этой платформой достаточно долго, но сейчас она стала дорогой и многие фильмы потеряли качество. В последнее время Нетфликс выпускает столько проектов, что не успевает их рекламировать и из-за этого очень много качественных фильмов ""ложатся...  Качественные сериалы  Дорогая подписка",3,Irinaterebeniba
"Один из самых топовых онлайн-кинотеатров)))! Даже не знаю с чего начать, пожалуй начну с того что, данная платформа развивается очень стремительно в положительную сторону в киноиндустрии! В данном онлайн-кинотеатре, предоставлен широкий выбор к просмотру фильмов и сериалов, конечно же они...  Широкий выбор качественного кинематографа.  К счастью пока их нет.",5,Soma777
"К-Конфорт Пользуюсь Netflix уже 3 год и хочу рассказать вам свое мнение Служба Поддержки: Были проблемы с сервисом (Нельзя было зайти в Netflix)Мне быстро ответили и помогли с проблемой Услуги: Стоимость тарифов оправдают ожидания. Фильмы, Сериалы...  Поддержка услуги комфорт  не нашел не одного !",5,Martiniineo
"лучший стриминговый сервис, в нашей части вселенной :) После покупки нового смарт телевизора, захотелось попробовать стриминговый сервис от Netflix. Где то глубоко в памяти осталась мысль что первый месяц бесплатно, но это было давно и сейчас не работает, деньги списались сразу... После небольшого...  Отличный сервис  вызывает ""зависимость"" :)",5,TVGx
"Дорогущий, но крутой сервис Привет всем. Нетфликс славится своими сериалами, собственно говоря из-за них я с ним и познакомился. Сервис отличный, ассортимент сериалов гигантский, причём это не конвейер. Каждый сериал достаточно хорошо проработан и имеет смлй сюжет, который может...  Сериалы   Цена подписки ",4,Shadow333
"Отличная платформа с разнообразием шедевральных кино-сериал-фильмов! Всем привет! Вот и я решил оставить свой отзыв о платформе. Очень давно оформил подписку на Nеtflix и ни разу не пожалел. Так как я сам являюсь киноманом и пересмотрел кучу фильмов, но всегда сталкивался...  Широкий выбор, качество, интересно, легкость в навигации  Даже не знаю, по-моему, их нет!",5,vkopeev
"Хорошая платформа Всех приветствую! Платформа отличная, много чего можно посмотреть, много выбора. Качество звука, графики, дизайна хорошие. Довольно популярная) Лёгкий поиск, удобное...  Нравится все  Нет",5,nnevachno
"Крутой сайт! Ещё с момента когда была беременная, уйдя в декрет, думала чем себя занять вечерами. Супруг приходил поздно, по этому как правило был поздний ужин, просмотри фильма и укладывались спать. Так как Кинопоиск это вещь тяжёлая...  Не перечислить   Нет",5,arina khromova97
"Готов рекомендовать Оформил подписку в Нетфликс около полугода назад. Сестра порекомендовала попробовать, так как за адекватные деньги тут предлагают много интересного и разнообразного контента. Подключился и не пожалел об этом ни капли! Каждый найдет что-то свое -...  много разнообразного контента, адекватная цена подписки  не все фильмы доступны с переводом",5,nick1985safronov
"В целом, приложение просто замечательное! Я лично смотрю на Нетфликс все самые интересные сериалы и новинки этого года. Приятно смотреть именно через него. Так же хочу отметить, хорошую озвучку. Очень удобное расположение сериалов и фильмов. Безумно красивое оформление сайта, которое...  Плюсов огромное количество. Луче всего вам самим убедится в этом и зайти на сайт   МИнусы каждый для себя находит по разному. Каждому своё. Лично я не нашла каких либо явнфх ",5,elizavt 69
"Удобно в использовании для любого возраста. Каждый найдёт что-то интересное для себя. Решили собраться с друзьями и посмотреть что-то интересное и вдруг нам в голову пришла идея купить подписку на Netflix на месяц. О покупке мы НЕ пожалели. Большой выбор сериалов / кино / мультфильмов на любой...  Большой выбор, удобство в использовании.  Не нашла недостатков. ",5,Lika310107
"Неплохой онлан кинотеатр Друзья посоветовали мне посмотреть фильм от Netflix """"Думажный дом "", но чтобы посточнно не искать его в интернете, я решила оформить подписку на данный кинотеатр, чтобы с комфортом просмотреть этот и многие другие фильмы и...  Не надо доплачивать, качество, удобное расположение   Цена и нет субтитров ",4,Annarea13
"Редкостная дрянь, никому не рекомендую Подписался и сразу же через час отписался от этой дряни. Не нашел ни одного интересующего меня фильма. Поменял в настройках качество на более высокое - по факту качество не изменилось. Удивлен, что находятся люди, которые...  нет  ВСЕ что я увидел",1,Garri80
Лучшее место для просмотра сериалов и фильмов Все время искал приложение в котором будут те сериалы и фильмы которых нету в обычном доступе. Фильмы очень качественные с вариантом просмотра в 4К. Подписка не дорогая. Постоянно выходят новые фильмы. Есть функции которые помогают...  Есть функции которые помогают с выбором фильма.Легкое использование.Качественые фильмы  Не нашёл ,5,Sm1len
"Недостатков больше чем достоинств Качество изображения и звука на высоте, прочим стриминговым сервисам нужно брать пример. Но на этом все достоинства заканчиваются. Набор контента отвратительный, я не говорю о продуктах для русской аудитории, но элементарно популярных американских кинофильмов нет...  Качество изображения и звука. Контент c HDR.  Выбор среди предлагаемых продуктов и цена хуже чем у других онлайн-кинотеатров",2,Windeto
"Очень удобный Фактически на сегодня это единственный сервис предоставляющий контент и не просто какие-то программы, а фильмы и сериалы. Вчера попробовала на Sony SmartTV... картинка просто супер. А платить или не платить, каждый решает сам по наличию...  Загрузка фильмов в оффлайн на устройства  Настройка и отображение субтитров  Невысокая цена на подписку по сравнению с конкурентами  Можно приобретать или арендовать контент от других студий  Смена языка  Полноценной бесплатной подписки не предусмотрено",5,Valeria151097
"Мутные ребята Решил попробовать бесплатно на 30 дней. При регистрации указали карту супруги, на которой 250 руб. лежит. В итоге отказ в регистрации, т. к. денег на карте недостаточно. Что? Так бесплатно же. Короче бесплатно, но на...  Не удалось обнаружить  Не дает зарегистрироваться без оплаты.",1,ПравдаПисатель
"Положительное Меня все устраивает, и сериалы и фильмы и качество ! Единственный минус очень завышена цена ! Хотелось бы чтоб руководство учли данный факт и можно было пользоваться приложением не опасаясь за семейный...  Количество фильмов и сериалов   Цена ",4,Bega81
"Красивая обертка, но далеко не во всем вкусная начинка Netflix не так давно официально зашел на российский рынок. Пользовался сервисом и до этого в течение года с перерывами. Общее впечатление - сочно, эстетически возбуждающе, функционально, но... Есть большие проблемы с объемом русифицированного контента. Я...  Дизайн, навигация, контент  Недостаточный уровень русификации, неоправданно завышенная цена подписки",4,МаксимШироков
"отличный и удобный сервис Для меня, как пользователя IOS, одним из главных критериев данного сервиса является удобство, внешний вид и библиотека фильмов. Все находится там, где нужно, найти легко, выглядит все замечательно и работает без нареканий. Изначально вам на...  красивое оформление, удобный сервис, все понятно и легко находится, отсутствие рекламы  озвучка, стоимость подписки, оплата подписки",4,hipocritbaby
"Netflix- предлагает бесплатный пробный просмотр, но потом снимают деньги по полной! Будьте осторожны! Netflix- предлагает бесплатный пробный просмотр, но потом снимают деньги по полной! Полное не уважение к клиенту! После покупки нового телевизора увидели данное приложение и решили воспользоваться бесплатной пробной подпиской на 1 месяц. Только через 10...  плюсов нет  Обман клиентов про бесплатный пробный просмотр",1,Аноним3602811
